card_name,set_name,type,is_kingdom_card,cost,card_text,potion,card_text_es
Spice Merchant,Hinterlands,Action,1,$4,"You may trash a Treasure from your hand. If you do, choose one:\n+2 Cards and +1 Action;\nor +$2 and +1 Buy.",0,"Al poner en juego esta Carta, puedes, opcionalmente, eliminar una Carta de Tesoro de tu mano.. Si eliminas el Tesoro de tu mano, tendrás que escoger entre dos opciones: conseguir +2 Cartas y +1 Acción, o bien + 2 y +1 Compra. OASIS: Debes robar la Carta, antes de descartarte. De hecho, puedes descartar la misma Carta que acabas de robar."
Stables,Hinterlands,Action,1,$5,"You may discard a Treasure. If you do, +3 Cards and +1 Action.",0,"Al poner en juego esta Carta, y de manera opcional, puedes descartar una Carta de Tesoro de tu mano.  Si lo haces, obtienes +3 Cartas y +1 Acción. Robas las Cartas después de haber descartado el Tesoro, de tal manera que si tienes que barajar tu Pila de Descartes para seguir robando Cartas, puede que robes la misma Carta de Tesoro que descartaste"
Trader,Hinterlands,Action-Reaction,1,$4,"Trash a card from your hand. Gain a number of Silvers equal to its cost in coins.\dWhen you would gain a card, you may reveal this from your hand. If you do, instead, gain a silver.",0,"Al poner en juego esta Carta, tienes que eliminar una Carta de tu mano y, si l o haces, ganar tantas Cartas de “Plata” como el coste en monedas de la Carta eliminada. Las Cartas de “Plata” ganadas proceden del Suministro y se colocan en tu Pila de Descartes. Si no hubiera suficientes Cartas de “Plata” en el Suministro, ganarás las qu e puedas."
Tunnel,Hinterlands,Victory-Reaction,1,$3,"Worth 2VP\dWhen you discard this other than during a Clean-up phase, you may reveal it. If you do, gain a Gold.",0,"Esta Carta es a la vez una Carta de Victoria y una Reacción. Al final de la partida, cada Túnel que tengas te proporcionará 2 PV. El efecto de Reacción del “Túnel” se activa cuando descartas la Carta; pero no puedes elegir descartar el “Túnel”, algo tendrá que hacer que lo descartes."
Colony,Base Cards,Victory,0,$11,Worth 10VP,0,"No se trata de una Carta de Reino. Es una Carta de Victoria que vale 10 PV, pero que no se usa en todas las partidas; consulta la sección “Preparación” para más detalles"
Copper,Base Cards,Treasure,0,$0,Worth $1,0,
Curse,Base Cards,Curse,0,$0,Worth -1VP,0,
Duchy,Base Cards,Victory,0,$5,Worth 3VP,0,
Estate,Base Cards,Victory,0,$2,Worth 1VP,0,
Gold,Base Cards,Treasure,0,$6,Worth $3,0,
Platinum,Base Cards,Treasure,0,$9,Worth $5,0,"No se trata de una Carta de Reino. Es una Carta de Tesoro de valor (5), que no se usa en todas las partidas; consulta la sección “Preparación” para más detalles"
Potion,Base Cards,Treasure,0,$4,Worth ,0,
Province,Base Cards,Victory,0,$8,Worth 6VP,0,
Silver,Base Cards,Treasure,0,$3,Worth $2,0,
Abandoned Mine,Dark Ages,Action-Ruins,0,$0,$1 ,0,Al jugarla únicamente obtienes + 1 MONEDA. Se trata de una carta de Ruinas (véase los apartados “Reglas adicionales” y “Preparación”)
Altar,Dark Ages,Action,1,$6,Trash a card from your hand. Gain a card costing up to $5.,0,Eliminas una carta de tu mano si puedes y luego ganas una carta (tanto si eliminaste una como si no). La carta que ganes debe provenir del suministro y dejarse en tu pila de descartes
Armory,Dark Ages,Action,1,$4,Gain a card costing up to $4. Put it on top of your deck.,0,La carta que ganes debe provenir del suministro y dejarse encima de tu mazo
Band of Misfits,Dark Ages,Action,1,$5,Play this as if it were an Action card in the Supply costing less than it that you choose.\nThis is that card until it leaves play.,0,Al jugarla eliges una carta de Acción del suministro que cueste menos que ésta y luego tratas la Banda de Rufianes como si fuera la carta que has elegido. Normalmente esto sólo supondrá seguir las in strucciones que aparezcan en la carta que hayas elegido.
Bandit Camp,Dark Ages,Action,1,$5,+1 Card\n+2 Actions\nGain a Spoils from the Spoils pile.,0,"Roba la carta antes de ganar el Botín. El Botín debe provenir del montón de Botines, que no forma parte del suministro, y dejarse en la pila de descartes. Si no quedaran cartas de Botín, no conseguirías ninguna"
Beggar,Dark Ages,Action-Reaction,1,$2,"Gain 3 Coppers, putting them into your hand.\dWhen another player plays an Attack card, you may discard this. If you do, gain two Silvers, putting one on top of your deck.",0,"Al jugar esta carta ganas tres cartas de Cobre del suministro y las pones en tu mano. Si hubiera menos de tres Cobres disponibles, ganarías tantos como pudieras. Cuando otro jugador ju egue una carta de Ataque, puedes descartar el Mendigo de tu mano."
Catacombs,Dark Ages,Action,1,$5,"Look at the top 3 cards of your deck. Choose one: Put them into your hand; or discard them and +3 Cards.\dWhen you trash this, gain a cheaper card.",0,"Al jugar las Catacumbas miras las tres primeras car tas de tu mazo y, o bien las pones todas en tu mano o bien las descartas y robas las tres cartas siguientes. Si las descartaras y tuvieras que barajar para poder robar tres cartas, tendrías que mezclar también las cartas que hubieras descartado, de modo qu e sería posible que volvieras a robar alg"
Count,Dark Ages,Action,1,$5,Choose one: Discard 2 cards; put a card from your hand on top of your deck; or gain a Copper.\nChoose one: +$3; trash your hand; or gain a Duchy.,0,"Esta carta te obliga a elegir en dos apartados distintos: primero o bien te descartas de dos cartas, o bien pones una carta de tu mano encima de tu mazo o bien ganas una carta de Cobre. Después de elegir cualquiera de las tres opciones, o bien recibes + 3 MONEDAS, o bien eliminas toda tu mano o bien ganas un Ducado."
Counterfeit,Dark Ages,Treasure,1,$5,"Worth $1\n+1 Buy\nWhen you play this, you may play a treasure from your hand twice. If you do, trash that treasure.",0,"Es una carta de Tesoro que aporta 1 MONEDA . Se debe jugar en la fase de compra, como el resto de Tesoros. Al jugarla también recibes +1 compra y podrías jugar una carta de Tesoro adicional de la mano dos veces. Si decidieras hacerlo, deberías eliminar ese Tesoro (aunque conseguirías las monedas que te aportara ese Tesoro, a pesar de eliminarlo)."
Cultist,Dark Ages,Action-Attack-Looter,1,$5,"+2 Cards\nEach other player gains a Ruins. You may play a Cultist from your hand.\dWhen you trash this, +3 Cards.",0,Al jugarlo robas dos cartas y luego el resto de jugadores ganan una carta de Ruinas. La carta de Ruinas deberá provenir del montón de Ruinas del suministro y dejarse en la pila de descartes de cada jugador.
Dame Anna,Dark Ages,Action-Attack-Knight,1,$5,"You may trash up to 2 cards from your hand.\nEach other player reveals the top 2 cards of his deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this card.",0,
Dame Josephine,Dark Ages,Action-Attack-Knight-Victory,1,$5,"Worth 2VP\nEach other player reveals the top 2 cards of his deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this card.",0,
Dame Molly,Dark Ages,Action-Attack-Knight,1,$5,"+2 Actions.\nEach other player discards the top 2 cards of his deck, and trashes one of them costing from $3 to $6. If a Knight is trashed by this, trash this card.",0,
Dame Natalie,Dark Ages,Action-Attack-Knight,1,$5,"You may gain a card costing up to $3.\nEach other player reveals the top 2 cards of his deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this card.",0,
Dame Sylvia,Dark Ages,Action-Attack-Knight,1,$5,"+$2\nEach other player reveals the top 2 cards of his deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this card.",0,
Death Cart,Dark Ages,Action-Looter,1,$4,"+$5\nYou may trash an Action card from your hand. If you don't, trash this.\dWhen you gain this, gain 2 Ruins.",0,"Al jugar el Carro de los Muertos consigues + 5 MONEDAS y, o bien eliminas una carta de Acción de tu mano o bien eliminas el Carro de los Muertos. Si no tuvieras ninguna carta de Acción en la mano tendrías que eliminar el Carro de los Muertos, pero también podrías eliminar el Carro de los Muertos aun teniendo una carta de Acción en la mano."
Feodum,Dark Ages,Victory,1,$4,"Worth 1VP for every 3 Silvers in your deck.\dWhen you trash this, gain 3 Silvers.",0,"Se trata de una carta de Victoria. En las partidas con 2 jugadores sólo debe haber 8, mientras que en las partidas con 3 o más jugadores habrá 12 Feudos. Al final de la partida, c ada Feudo valdrá 1 PV por cada 3 cartas de Plata que tengas en tu mazo, redondeando hacia abajo. Si eliminas un Feudo, ganarás 3 Platas."
Forager,Dark Ages,Action,1,$3,+1 Action\n+1 Buy\nTrash a card from your hand. +$1 per differently named Treasure in the trash.,0,"Elimina una carta de tu mano si puedes. Tanto si has podido como si no, consigues + 1 MONEDA por cada carta de Tesoro con un nombre distinto que haya entre las cartas eliminadas, además de +1 acción y +1 compra. Si hubiera varias copias de una  misma carta de Tesoro, no se incrementaría la cifra que obtienes."
Fortress,Dark Ages,Action,1,$4,"+1 Card\n+2 Actions\dWhen you trash this, put it into your hand.",0,"Al jugar la Fortaleza robas una carta y obtienes +2 acciones. Si la eliminaras, la recuperarías de entre las cartas eliminadas y la devolverías a tu mano. Esto sucede sea de quien sea el turno que se esté realizando. No es opcional. Aunque la recuperes, se considera que ya la has eliminado."
Graverobber,Dark Ages,Action,1,$5,"Choose one: Gain a card from the trash costing from $3 to $6, putting it on top of your deck; or trash an Action card from your hand and gain a card costing up to $3 more than it.",0,"Elige la opción que desees y luego aplica esa opción en la medida de lo posible (podrías elegir una opción aunque no pudieras cumplirla). Puedes repasar las cartas eliminadas en cualquier momento. Si decidieras recuperar una de las cartas eliminadas, primero deberías mostrarla al resto de jugadores y luego dejarla en la parte superior de tu mazo."
Hermit,Dark Ages,Action,1,$3,"Look through your discard pile. You may trash a card from your discard pile or hand that is not a Treasure. Gain a card costing up to $3.\dWhen you discard this from play, if you didn't buy any cards this turn, trash this and gain a Madman from the Madman pile.",0,"Al jugarlo podrás repasar tu pila de descartes y luego eliminar una carta que no sea un Tesoro de tu mano o de tu pila de descartes. No estás obligado a eliminar ninguna carta. Una carta que sea de varios tipos, uno de los cuales sea un Tesoro (como el Harén de Intriga), se considera un Tesoro."
Hovel,Dark Ages,Reaction-Shelter,0,$1,"When you buy a Victory card, you may trash this from your hand.",0,"Se trata de un Cobijo (véase “Preparación”), por lo que nunca está en el suministro. Al comprar una carta de Victoria, si tienes la Casucha en tu mano, pued es eliminarla. Una carta con varios tipos, uno de los cuales sea de Victoria, se considera una carta de Victoria. Al eliminar una Casucha no consigues nada; simplemente te desprendes de ella"
Hunting Grounds,Dark Ages,Action,1,$6,"+4 Cards\dWhen you trash this, gain a Duchy or 3 Estates",0,"Al jugar esta carta robas 4 cartas. Si la eliminas, o bien ganas un Ducado o bien ganas tres Fincas, según desees. Estas cartas deberán provenir del suministro y dejarse en tu pila de descartes. Si optaras por las 3 Fincas y quedaran menos de 3, ganarías tantas como pudieras"
Ironmonger,Dark Ages,Action,1,$4,"+1 Card\n+1 Action\nReveal the top card of your deck; you may discard it. Either way, if it is an...\nAction card, +1 Action\na Treasure card, +$1\na Victory card, +1 Card",0,"Primero robas una carta y luego revelas la carta superior de tu mazo y decides si la descartas o la dejas donde estaba. Finalmente consigues una bonificación según el tipo de carta que hayas revelado. Una carta que tenga dos tipos distintos te dará las dos bonificaciones (por ejemplo, si revelaste un Harén de Intriga, robarías una carta y conseguir"
Junk Dealer,Dark Ages,Action,1,$5,+1 Card\n+1 Action\n+$1\nTrash a card from your hand.,0,"Deberás eliminar una carta de tu mano siempre que puedas. Antes de eliminar la carta, deberás robar una"
Madman,Dark Ages,Action,0,$0*,"+2 Actions\nReturn this to the Madman pile. If you do, +1 Card per card in your hand.\n(This is not in the Supply.)",0,"Esta carta no está en el suministro; sólo puede conseguirse con el Ermitaño. Al jugar esta carta obtendrías +2 acciones, la devolverías al montón del Loco siempre que pudieras y, si la devolviste, robarías una carta por cada carta que tuvieras en la mano."
Marauder,Dark Ages,Action-Attack-Looter,1,$4,Gain a Spoils from the Spoils pile. Each other player gains a Ruins.,0,"Primero ganarás una carta de Botín, que deberás tomar del montón de Botines (que no forma parte del suministro) y dejar en tu pila de descartes. Si no quedara ninguna carta de Botín, no conseguirías ninguna."
Market Square,Dark Ages,Action-Reaction,1,$3,"+1 Card\n+1 Action\n+1 Buy\dWhen one of your cards is trashed, you may discard this from your hand. If you do, gain a Gold.",0,"Al jugar esta carta, robas una carta y consigues +1 acción y +1 compra. Cuando elimines una de tus cartas, puedes descartar la Plaza del Mercado de tu mano. Si lo hicieras, conseguirías un Oro. El Oro deberá provenir d el suministro y dejarse en tu pila de descartes. Si no quedara Oro en el suministro, no ganarías ninguno."
Mercenary,Dark Ages,Action-Attack,0,$0*,"You may trash 2 cards from your hand. If you do, +2 Cards, + $2, and each other player discards down to 3 cards in hand.\n(This is not in the Supply.)",0,"Esta carta no está en el suministro; sólo puede conseguirse mediante el Pillastre. Al jugar esta carta puedes eliminar 2 cartas de tu man o. Si lo hicieras, robarías 2 cartas, conseguirías + 2 MONEDAS y el resto de jugadores se descartaría hasta quedarse con 3 cartas en la mano. Los jugadores que ya tengan 3 o menos cartas no se descartarían."
Mystic,Dark Ages,Action,1,$5,"+1 Action\n+$2\nName a card.\nReveal the top card of your deck. If it's the named card, put it into your hand.",0,"Obtienes +1 acción y + 2 MONEDAS. Después nombras una carta (por ejemplo “Cobre”, pero no “Tesoro”) y desvelas la carta superior de tu mazo. Si la carta que has desvelado es la misma que nombraste, pon la carta revelada en tu mano. Si no coincidiera, devuelve la carta revelada a la parte superior del mazo."
Necropolis,Dark Ages,Action-Shelter,0,$1,+2 Actions,0,Se trata de un Cobijo (véase “Preparación”). Nunca está en el suministro. Es un a carta de Acción; al jugarla obtienes +2 acciones
Overgrown Estate,Dark Ages,Victory-Shelter,0,$1,"Worth 0 VP\dWhen you trash this, +1 Card.",0,"Se trata de un Cobijo (ver “Preparación”). Nunca está en el suministro. Es una carta de Victoria, a pesar de que vale 0 PV. Si la eliminaras, robarías una carta en ese momento, incluso aunque el efecto de otra carta estuviera a medio resolver."
Pillage,Dark Ages,Action-Attack,1,$5,Trash this. Each other player with 5 or more cards in hand reveals his hand and discards a card that you choose. Gain 2 Spoils.,0,"Primero elimina el Pillaje. Después cada jugador que tenga 5 o más cartas en la mano deberá mostrar su mano y descartarse de la carta que tú elijas. Este efecto se aplica por turnos, empezando por el jugador de tu izquierda. Después ganas 2 cartas de Botín (que no forman parte del suministro), que deberás dejar en tu pila de descartes."
Poor House,Dark Ages,Action,1,$1,"+$4\nReveal your hand. -$1 per Treasure card in your hand, to a minimum of $0.",0,"Primero consigues + 4 MONEDAS . Luego muestras tu mano y pierdes  1 MONEDA por cada carta de Tesoro que tengas en ella. Podrías perder más de 4 MONEDAS, pero la cantidad de monedas disponibles para gastar nunca puede bajar por debajo de 0 MONEDAS."
Procession,Dark Ages,Action,1,$4,You may play an Action card from your hand twice. Trash it. Gain an Action card costing exactly $1 more than it.,0,"Jugar una carta de Acción de la mano es opcional. Si jugaras una, la jugarías una segunda vez, después la eliminarías y finalmente ganarías una carta de Acción que costara exactamente 1 MONEDA más que ella (incluso si, por algún motivo, no lograste eliminarla)."
Rats,Dark Ages,Action,1,$4,"+1 Card\n+1 Action\nGain a Rats. Trash a card from your hand other than a Rats (or reveal a hand of all Rats).\dWhen you trash this, +1 Card.",0,"Sigue las instrucciones en el orden en que aparecen. Primero robas una carta, luego ganas unas Ratas del suministro y las dejas en tu pila de descartes y finalmente eliminas una carta de tu mano que no sean unas Ratas. Si no quedaran cartas de Ratas, no conseguirías ninguna."
Rebuild,Dark Ages,Action,1,$5,+1 Action\nName a card. Reveal cards from the top of your deck until you reveal a Victory card that is not the named card. Discard the other cards. Trash the Victory card and gain a Victory card costing up to $3 more than it.,0,"Puedes nombrar cualquier carta, incluida una que no se utilice en esta partida o una que sea una carta de Victoria. Después irás descubriendo cartas de tu mazo hasta que reveles una carta de Victoria que no coincida con la que nombraste."
Rogue,Dark Ages,Action-Attack,1,$5,"+$2\nIf there are any cards in the trash costing from $3 to $6, gain one of them. Otherwise, each other player reveals the top 2 cards of his deck, trashes one of them costing from $3 to $6, and discards the rest.",0,"Al jugarlo robas una carta, consigues +1 acción y luego cada uno de los demás jugadores se descarta hasta quedarse con 4 cartas en la mano. Los jugadores que ya tengan 4 o menos cartas no se ven afectados. Mientras el Pillastre esté en juego, si jugaras ot ra carta de Ataque, antes de resolverla podrías eliminar el Pillastre."
Ruined Library,Dark Ages,Action-Ruins,0,$0,+1 Card,0,Al jugarla robas una carta. Se trata de una carta de Ruinas (véase “Reglas adicionales” y “Preparación”)
Ruined Market,Dark Ages,Action-Ruins,0,$0,+1 Buy,0,Al jugarlo consigues +1 compra. Se trata de una carta de Ruinas (véase “Reglas adicionales” y “Preparación”)
Ruined Village,Dark Ages,Action-Ruins,0,$0,+1 Action,0,Al jugarlo consigues +1 acción. Se trata de una carta de Ruinas (véase “Re glas adicionales” y “Preparación”)
Sage,Dark Ages,Action,1,$3,+1 Action\nReveal cards from the top of your deck until you reveal one costing $3 or more. Put that card into your hand and discard the rest.,0,"Si te quedaras sin cartas por revelar, barajarías tu pila de descartes (sin incluir las cartas reveladas) y seguirías con el proceso. Si te quedaras sin cartas por revelar y no hubiera ninguna carta en tu pila de descartes, descartarías todas las cartas reveladas y no conseguirías ninguna carta."
Scavenger,Dark Ages,Action,1,$4,+$2\nYou may put your deck into your discard pile. Look through your discard pile and put one card from it on top of your deck.,0,"Poner tu mazo en tu pila de descartes es opcional, pero poner una carta de tu pila de descartes encima de tu mazo no lo es; estás obligado a hacerlo a menos que no hubiera ninguna carta en tu pila de descartes. Poner tu mazo en tu pila de descartes no activaría el Túnel (Comarcas)."
Sir Bailey,Dark Ages,Action-Attack-Knight,1,$5,"+1 Card\n+1 Action\nEach other player reveals the top 2 cards of his deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this card.",0,
Sir Destry,Dark Ages,Action-Attack-Knight,1,$5,"+2 Cards\nEach other player reveals the top 2 cards of his deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this card.",0,
Sir Martin,Dark Ages,Action-Attack-Knight,1,$4,"+2 Buys\nEach other player reveals the top 2 cards of his deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this card.",0,
Sir Michael,Dark Ages,Action-Attack-Knight,1,$5,"Each other player discards down to 3 cards in hand.\nEach other player reveals the top 2 cards of his deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this card.",0,
Sir Vander,Dark Ages,Action-Attack-Knight,1,$5,"Each other player reveals the top 2 cards of his deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this card.\dWhen you trash this, gain a Gold.",0,
Spoils,Dark Ages,Treasure,0,$0*,"Worth $3\nWhen you play this, return it to the pile.\n(This is not in the Supply.)",0,"Esta carta nunca está en el suministro; sólo se puede conseguir mediante el Campamento de Bandidos, el Salteador o el Pillaje. Al jugar el Botín podrás gastar + 3 MONEDAS en este turno y devolver el Botín a su montón. No estás  obligado a jugar ningún Tesoro de la mano"
Squire,Dark Ages,Action,1,$2,"+$1\nChoose one: +2 Actions; or +2 Buys; or gain a Silver.\dWhen you trash this, gain an Attack card.",0,"Al jugarlo obtienes + 1 MONEDA y puedes elegir entre +2 acciones, +2 compras o ganar una carta de Plata. La Plata deberá provenir del suministro y dejarse en tu pila de descartes. Si por algún motivo el Escudero fuera eliminado, conseguirías una carta de Ataque (que deberá provenir del suministro y dejarse en la pila de descartes)."
Storeroom,Dark Ages,Action,1,$3,+1 Buy\nDiscard any number of cards. +1 Card per card discarded. Discard any number of cards. +$1 per card discarded the second time.,0,
Survivors,Dark Ages,Action-Ruins,0,$0,Look at the top 2 cards of your deck. Discard them or put them back in any order.,0,O bien te descartas de ambas cartas o bien pones ambas cartas encima de tu mazo; no puedes descartarte solamente de u na carta. Se trata de una carta de Ruinas (véase “Reglas adicionales” y “Preparación”). T
Urchin,Dark Ages,Action-Attack,1,$3,"+1 Card\n+1 Action\nEach other player discards down to 4 cards in hand.\dWhen you play another Attack card with this in play, you may trash this. If you do, gain a Mercenary from the Mercenary pile.",0,"Si hubiera una carta eliminada que costara entre 3 y 6 MONEDAS, tendrás que quedarte con ella; no es opcional. Puedes mirar las cartas eliminadas en cualquier momento. El resto de jugadores pueden ver la carta que te hayas quedado. La carta ganada deberá dejarse en tu pila de descartes."
Vagrant,Dark Ages,Action,1,$2,"+1 Card\n+1 Action\nReveal the top card of your deck. If it's a Victory card, Curse, Ruins, or Shelter, put it into your hand.",0,"Robas una carta antes de desvelar la carta superior de tu mazo. Si la carta superior de tu mazo es una Maldición, unas Ruinas, un Cobijo o una carta de Victoria, ponla en tu mano. Si no lo es, déjala donde estaba. Una carta que tenga más de un tipo irá a tu mano si al menos uno de estos tipos es Maldición, Ruinas, Cobijo o Victoria"
Wandering Minstrel,Dark Ages,Action,1,$4,+1 Card\n+2 Actions\nReveal the top 3 cards of your deck. Put the Actions back on top in any order and discard the rest.,0,"Primero roba una carta y luego descubre las 3 primeras cartas de tu ma zo, mezclando tu pila de descartes si no tuvieras suficientes cartas en tu mazo. Si después de mezclar tus descartes todavía no hubiera suficientes cartas, revela todas las que puedas."
Advisor,Guilds,Action,1,$4,+1 Action\nReveal the top 3 cards of your deck. The player to your left chooses one of them. Discard that card. Put the other cards into your hand.,0,+1 Acción\nReveluna el  3 cartas superioes de tu mazo. El  player a tu left chooses ene de el m. Descartuna that carta. Put el  oel r cartas en tu mano.
Baker,Guilds,Action,1,$5,+1 Card\n+1 Action\nTake a Coin token.\dSetup: Each player takes a Coin token.,0,+1 Carta\n+1 Acción\nTake una Coin aken.\dPreparación: Each player takes una Coin aken.
Butcher,Guilds,Action,1,$5,"Take 2 Coin tokens. You may trash a card from your hand and then pay any number of Coin tokens. If you did trash a card, gain a card with a cost of up to the cost of the trashed card plus the number of Coin tokens you paid.",0,"Take 2 Coin akens. Puedes eliminar una cartuna de tu mano y luego pay any number de Coin akens. If tú did eliminar una carta, ganuna una cartuna cen una cost de up a el  cost de el  eliminaduna cartuna plus el  number de Coin akens tú paid."
Candlestick Maker,Guilds,Action,1,$2,+1 Action\n+1 Buy\nTake a Coin token.,0,+1 Acción\n+1 Compra\nTake una Coin aken.
Doctor,Guilds,Action,1,$3+,"Name a card. Reveal the top 3 cards of your deck. Trash the matches. Put the rest back on top in any order.\dWhen you buy this, you may overpay for it. For each $1 you overpaid, look at the top card of your deck; trash it, discard it, or put it back.",0,"Name una carta. Reveluna el  3 cartas superioes de tu mazo. Eliminar el  matches. Put el  rest back en ap in any oder.\dWhen tú buy this, puedes overpay po it. Fo each $1 tú overpaid, look at el  cartuna superio de tu mazo; eliminar it, descartuna it, o put it back."
Herald,Guilds,Action,1,$4+,"+1 Card\n+1 Action\nReveal the top card of your deck. If it is an Action, play it.\dWhen you buy this, you may overpay for it. For each $1 you overpaid, look through your discard pile and put a card from it on top of your deck.",0,"+1 Carta\n+1 Acción\nReveluna el  cartuna superio de tu mazo. If it is an Acción, play it.\dWhen tú buy this, puedes overpay po it. Fo each $1 tú overpaid, look through tu descartuna pile y put una cartuna de it en ap de tu mazo."
Journeyman,Guilds,Action,1,$5,Name a card. Reveal cards from the top of your deck until you reveal 3 cards that are not the named card. Put those cards into your hand and discard the rest.,0,Name una carta. Reveluna cartas de luna parte superio de tu mazo until tú reveluna 3 cartas that are not el  named carta. Put those cartas en tu mano y descartuna el  rest.
Masterpiece,Guilds,Treasure,1,$3+,"Worth $1\dWhen you buy this, you may overpay for it. If you do, gain a Silver per $1 you overpaid.",0,"Woth $1\dWhen tú buy this, puedes overpay po it. Si lo haces, ganuna una Platuna per $1 tú overpaid."
Merchant Guild,Guilds,Action,1,$5,"+1 Buy\n+$1.\dWhile this is in play, when you buy a card, take a Coin token.",0,"+1 Compra\n+1.\dWhile this is in play, when tú buy una carta, take una Coin aken."
Plaza,Guilds,Action,1,$4,"+1 Card. +2 Actions. You may discard a Treasure card. If you do, take a Coin token.",0,"+1 Carta. +2 Accienes. Puedes descartuna una cartuna de Tesoo. Si lo haces, take una Coin aken."
Soothsayer,Guilds,Action-Attack,1,$5,Gain a Gold. Each other player gains a Curse. Each player who did draws a card.,0,Ganuna una Oro. Each oel r player ganas una Maldición. Each player who did robas una carta.
Stonemason,Guilds,Action,1,$2+,"Trash a card from your hand. Gain 2 cards each costing less than it.\dWhen you buy this, you may overpay for it. If you do, gain 2 Action cards each costing the amount you overpaid.",0,"Eliminar una cartuna de tu mano. Ganuna 2 cartas each costing less than it.\dWhen tú buy this, puedes overpay po it. Si lo haces, ganuna 2 cartuna de Accións each costing el  amount tú overpaid."
Taxman,Guilds,Action-Attack,1,$4,"You may trash a Treasure from your hand. Each other player with 5 or more cards in hand discards a copy of it (or reveals a hand without it). Gain a Treasure card costing up to $3 more than the trashed card, putting it on top of your deck.",0,"Puedes eliminar una Tesoo de tu mano. Each oel r player cen 5 o moe cartas in mano descartas una copy de it (o revelas una mano cenout it). Ganuna una cartuna de Tesoo costing up a $3 moe than el  eliminaduna carta, putting it en ap de tu mazo."
Alms,Adventures,Event,0,$0,"Once per turn: If you have no Treasures in play, gain a card costing up to $4.",0,"Once per turn: If tú have no Tesoos in play, ganuna una cartuna costing up a $4."
Amulet,Adventures,Action-Duration,1,$3,"Now and at the start of your next turn, choose one: +$1; or trash a card from your hand; or gain a Silver.",0,"Now y at el  start de tu próximo turno, choose ene: +1; o eliminar una cartuna de tu mano; o ganuna una Plata."
Artificer,Adventures,Action,1,$5,"+1 Action\n+1 Card\n+$1\nDiscard any number of cards. You may gain a card costing exactly $1 per card discarded, putting it on top of your deck.",0,"+1 Acción\n+1 Carta\n+1\nDescartuna any number de cartas. Puedes ganuna una cartuna costing exactly $1 per cartuna descartada, putting it en ap de tu mazo."
Ball,Adventures,Event,0,$5,Take your -$1 token. Gain 2 cards each costing up to $4.,0,Take tu -$1 aken. Ganuna 2 cartas each costing up a $4.
Bonfire,Adventures,Event,0,$3,Trash up to 2 cards you have in play.,0,Eliminar up a 2 cartas tú have in play.
Borrow,Adventures,Event,0,$0,"+1 Buy\nOnce per turn: If your -1 Card token isn't on your deck, put it there and +$1.",0,"+1 Compra\nOnce per turn: If tu -1 Cartuna aken isn't en tu mazo, put it el re y +1."
Bridge Troll,Adventures,Action-Attack-Duration,1,$5,"Each other player takes his -$1 token. Now and at the start of your next turn:\n+1 Buy\dWhile this is in play, cards cost $1 less on your turns, but not less than $0.",0,"Each oel r player takes his -$1 aken. Now y at el  start de tu próximo turno:\n+1 Compra\dWhile this is in play, cartas cost $1 less en tu turns, but not less than $0."
Caravan Guard,Adventures,Action-Duration-Reaction,1,$3,"+1 Card\n+1 Action\nAt the start of your next turn, +$1.\dWhen another player plays an Attack card, you may play this from your hand. (+1 Action has no effect if it's not your turn.)",0,"+1 Carta\n+1 Acción\nAt el  start de tu próximo turno, +1.\dWhen anoel r player plays an Attack carta, puedes play this de tu mano. (+1 Acción has no effect if it's not tu turn.)"
Champion,Adventures,Action-Duration,0,$6*,"+1 Action\nFor the rest of the game, when another player plays an Attack, it doesn't affect you, and when you play an Action, +1 Action.\n(This stays in play. This is not in the Supply.)",0,"+1 Acción\nFo el  rest de el  game, when anoel r player plays an Attack, it doesn't affect tú, y when tú play an Acción, +1 Acción.\n(This stays in play. Esa no está en el Suministro.)"
Coin of the Realm,Adventures,Treasure-Reserve,1,$2,"Worth $1\nWhen you play this, put it on your Tavern mat.\dDirectly after resolving an Action, you may call this, for +2 Actions.",0,"Woth $1\nCuyo juegas esa, put it en tu Tavern mat.\dDirectly after resolving an Acción, puedes call this, po +2 Accienes."
Disciple,Adventures,Action-Traveller,0,$5*,"You may play an Action card from your hand twice. Gain a copy of it.\dWhen you discard this from play, you may exchange it for a Teacher.\n(This is not in the Supply.)",0,"Puedes play an cartuna de Acción de tu mano twice. Ganuna una copy de it.\dWhen tú descartuna this de play, puedes exchange it po una Teacher.\n(Esa no está en el Suministro.)"
Distant Lands,Adventures,Action-Reserve-Victory,1,$5,Put this on your Tavern mat.\dWorth 4VP if on your Tavern mat at the end of the game (otherwise worth 0VP).,0,Put this en tu Tavern mat.\dWoth 4VP if en tu Tavern mat at el  end de el  game (oel rwise woth 0VP).
